DATETIME,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,RH
2022-01-01,12.166666666666666,9.833333333333336,102.64000000000001,0.78,12.5502,2.263536,4.012632,7.20216,15.388888888888891,10.999999999999998,,,85.64108507555437
2022-01-02,12.5,9.666666666666666,102.33,0.48,8.3668,1.234656,2.983752,5.6073960000000005,17.0,8.0,0.0,,82.85326028758256
2022-01-03,15.833333333333334,12.11111111111111,102.01,0.18,5.4706,1.491876,4.012632,5.91606,22.888888888888893,8.0,0.0,,78.5369034135826
2022-01-04,18.111111111111107,15.388888888888891,101.77000000000001,99.96000000000001,6.114199999999999,1.954872,4.784292000000001,9.414252000000001,23.000000000000004,10.222222222222221,0.0,,84.11900815481219
2022-01-05,18.000000000000004,15.833333333333334,101.67999999999999,99.88,4.505199999999999,1.491876,3.703968,9.414252000000001,23.000000000000004,14.000000000000002,0.0,,87.15633520749518
2022-01-06,17.5,13.333333333333334,101.95,0.13999999999999999,5.309699999999999,3.5496360000000005,5.813172000000001,8.179596,22.38888888888889,13.0,,,76.5333414986304
2022-01-07,13.611111111111112,9.27777777777778,102.21000000000001,0.37,9.4931,2.880864,4.990068,8.282484,21.222222222222225,11.222222222222225,0.0,,75.06029837855615
2022-01-08,11.333333333333334,8.777777777777777,102.16,0.3,11.1021,3.08664,4.990068,9.77436,16.61111111111111,9.722222222222223,,,84.27918701684814
2022-01-09,10.166666666666666,8.722222222222225,101.96000000000001,0.09,9.8149,2.160648,4.012632,9.77436,12.388888888888888,9.000000000000002,0.000508,,90.7430680570969
2022-01-10,11.333333333333334,9.38888888888889,102.1,0.24,10.9412,2.7779760000000002,5.092956,13.581216,13.0,9.11111111111111,0.002286,,87.82525923439721
2022-01-11,12.944444444444443,7.444444444444444,102.2,0.33999999999999997,13.837399999999999,2.160648,4.218407999999999,13.581216,17.0,9.27777777777778,0.000254,,69.23050971873226
2022-01-12,13.0,8.88888888888889,102.17999999999999,0.32999999999999996,6.436,2.7265319999999997,4.012632,8.076708,16.0,10.388888888888891,0.0,,76.09135693059564
2022-01-13,13.277777777777777,9.222222222222223,102.22,0.37,5.4706,1.594764,4.012632,5.40162,15.111111111111112,10.5,0.0,,76.42224181744834
2022-01-14,13.111111111111112,11.500000000000002,101.88,0.04,1.9307999999999998,2.1092039999999996,4.012632,5.195844,15.0,10.999999999999998,0.000762,,89.94818182182406
2022-01-15,14.000000000000002,13.16666666666667,101.88,0.04,2.4135,2.469312,4.5785160000000005,6.018948,15.0,12.000000000000002,0.001016,,94.71943525018706
2022-01-16,11.61111111111111,10.777777777777777,102.2,0.33999999999999997,8.5277,3.0351960000000004,5.710284,9.568584000000001,14.27777777777778,9.61111111111111,0.01143,,94.62263772534611
2022-01-17,10.555555555555555,9.500000000000002,102.42,0.55,11.263,1.954872,4.990068,7.7166,12.5,9.000000000000002,0.015239999999999998,,93.17795889456507
2022-01-18,11.666666666666668,7.944444444444443,102.3,0.43,11.906600000000001,1.954872,4.37274,8.48826,18.000000000000004,5.0,0.001016,,77.91001649527009
2022-01-19,13.444444444444446,9.166666666666668,101.96000000000001,0.12,10.7803,1.594764,2.983752,7.099272000000001,19.777777777777775,5.0,0.0,,75.313649034207
2022-01-20,12.277777777777779,10.388888888888891,101.84,,7.723199999999999,2.675088,5.195844,8.179596,19.777777777777775,8.38888888888889,0.00127,,88.23633764087575
2022-01-21,14.777777777777779,13.222222222222221,101.58,99.75,4.6661,1.9034280000000001,3.909744,9.51714,17.72222222222222,10.777777777777777,0.010922,,90.3985750061795
2022-01-22,17.77777777777778,16.944444444444446,101.12,99.31,5.1488000000000005,2.160648,4.012632,9.51714,19.000000000000004,12.388888888888888,0.003302,,94.86730776619808
2022-01-23,19.61111111111111,17.944444444444443,101.15,99.36,7.5623000000000005,2.366424,5.40162,8.179596,23.000000000000004,14.000000000000002,0.000508,,90.10022696973064
2022-01-24,13.555555555555555,10.944444444444446,101.57000000000001,99.74,11.906600000000001,3.08664,4.990068,9.311364000000001,22.38888888888889,11.500000000000002,0.000508,,84.21749874426759
2022-01-25,12.555555555555557,11.055555555555555,101.67999999999999,99.83,5.4706,2.7265319999999997,4.5785160000000005,8.899812,15.111111111111112,10.999999999999998,0.0,,90.57272635851737
2022-01-26,16.222222222222225,15.222222222222221,101.56,99.72999999999999,2.2525999999999997,2.05776,3.189528,6.379056,19.000000000000004,10.999999999999998,0.0,,93.79755916281457
2022-01-27,17.611111111111114,15.333333333333334,101.6,99.78999999999999,6.2751,3.703968,5.40162,8.48826,24.000000000000004,11.61111111111111,0.0,,86.50126736413374
2022-01-28,12.000000000000002,9.777777777777779,101.72,99.87,10.7803,4.064076,6.018948,10.2888,22.5,7.222222222222222,0.00127,,86.26445426532369
2022-01-29,8.555555555555555,5.833333333333334,101.91,0.04,16.09,3.8583,6.018948,12.706668,15.722222222222221,6.722222222222223,0.004572,,82.99641470738
2022-01-30,8.944444444444446,4.944444444444444,102.01,0.13,11.263,3.4467480000000004,4.990068,12.706668,12.000000000000002,6.277777777777777,0.004064,,76.00201796055873
2022-01-31,7.222222222222222,5.88888888888889,102.22,0.32999999999999996,11.5848,2.82942,4.218407999999999,11.009015999999999,10.88888888888889,5.777777777777778,0.013208,,91.23335416300634
2022-02-01,7.555555555555556,6.166666666666668,102.17,0.27999999999999997,10.619399999999999,2.675088,4.4756279999999995,8.796924,9.000000000000002,5.777777777777778,0.000762,,90.90643047606997
2022-02-02,7.888888888888891,5.7222222222222205,102.31,0.42000000000000004,14.6419,3.189528,5.092956,9.51714,9.000000000000002,5.999999999999999,0.00508,,86.17438542651885
2022-02-03,9.055555555555554,5.1111111111111125,102.26,0.38,15.285499999999999,2.5207560000000004,5.5045079999999995,12.295116,12.000000000000002,5.0,0.0,,76.31515350178492
2022-02-04,9.222222222222223,4.111111111111111,102.49000000000001,0.61,12.228399999999999,2.263536,4.5785160000000005,12.295116,15.0,5.0,0.0,,70.36819918817298
2022-02-05,11.77777777777778,6.500000000000002,102.38,0.51,8.849499999999999,1.6462080000000001,3.395304,7.407936,15.5,5.7222222222222205,0.001778,,70.05968565261794
2022-02-06,9.944444444444445,9.11111111111111,101.86,0.0,3.7007,2.366424,4.012632,8.076708,15.5,7.888888888888891,0.010667999999999999,,94.55353540903961
2022-02-07,11.61111111111111,10.388888888888891,101.74,99.88,10.7803,2.7779760000000002,4.11552,8.076708,13.0,8.777777777777777,0.002032,,92.20167537746377
2022-02-08,8.499999999999998,7.333333333333335,102.08,0.21000000000000002,11.1021,3.2924160000000002,4.990068,8.796924,11.77777777777778,6.111111111111112,0.000508,,92.3657545198453
2022-02-09,8.333333333333334,5.666666666666669,102.14,0.26,14.481,2.82942,4.012632,9.877248,10.0,5.999999999999999,0.000254,,83.28909319578676
2022-02-10,8.833333333333332,8.333333333333334,101.75,99.88,3.3789000000000002,1.80054,2.880864,6.276167999999999,10.0,6.277777777777777,0.002286,,96.6712054820383
2022-02-11,10.055555555555557,9.722222222222223,101.84,99.97,4.0225,2.4178680000000004,4.012632,5.710284,10.999999999999998,6.611111111111111,0.001016,,97.79098958419664
2022-02-12,9.666666666666666,9.11111111111111,101.78,99.91,5.309699999999999,2.366424,3.909744,6.893496000000001,10.999999999999998,8.111111111111112,0.003556,,96.33129313464008
2022-02-13,8.944444444444446,7.5,101.92999999999999,0.05,13.6765,2.7265319999999997,4.012632,9.0027,10.0,7.000000000000001,0.013716,,90.65730248142411
2022-02-14,12.555555555555557,8.88888888888889,101.92,0.06,12.5502,1.80054,4.012632,9.877248,15.111111111111112,7.000000000000001,0.00508,,78.33939959152613
2022-02-15,12.666666666666666,11.944444444444445,101.75,99.9,3.5398,1.851984,2.983752,5.710284,15.111111111111112,7.611111111111113,0.000508,,95.36215615717208
2022-02-16,13.0,12.5,101.28999999999999,99.45,2.7353,2.469312,4.784292000000001,7.099272000000001,14.000000000000002,11.222222222222225,0.008128,,96.77682932790376
2022-02-17,14.27777777777778,13.944444444444446,101.19,99.36,3.8615999999999997,3.2409719999999997,4.990068,,16.0,11.88888888888889,0.00508,,97.8620338204963
2022-02-18,10.444444444444443,9.888888888888888,101.61,99.76,5.4706,3.909744,4.990068,7.870932000000001,15.0,7.277777777777779,0.007365999999999999,,96.35334155365551
2022-02-19,6.4444444444444455,5.499999999999999,102.3,0.4,8.688600000000001,4.064076,6.018948,,11.61111111111111,4.61111111111111,0.066802,,93.67925945740598
2022-02-20,5.666666666666669,4.722222222222222,102.54,0.63,8.2059,2.82942,4.990068,,7.11111111111111,4.388888888888888,0.031495999999999996,,93.64094847230547
2022-02-21,7.000000000000001,4.61111111111111,102.60999999999999,0.71,15.7682,3.5496360000000005,4.990068,9.208476,8.61111111111111,4.500000000000001,0.0,,84.75733298347468
2022-02-22,6.722222222222223,3.3333333333333335,102.83,0.9199999999999999,16.09,3.909744,6.018948,,8.61111111111111,4.777777777777779,0.0,,78.97157924844804
2022-02-23,8.666666666666668,2.333333333333335,102.94000000000001,1.04,16.250899999999998,4.11552,6.996384,9.51714,13.0,4.222222222222223,0.0,,64.43060021164821
2022-02-24,10.277777777777779,3.7777777777777763,102.75999999999999,0.8800000000000001,12.872,2.05776,4.990068,,15.722222222222221,4.777777777777779,0.0,,64.0397176037754
2022-02-25,13.0,6.5555555555555545,102.4,0.54,10.1367,1.749096,2.983752,,18.722222222222225,6.722222222222223,0.0,,64.90069640276762
2022-02-26,12.222222222222223,8.222222222222221,102.3,0.45,4.9879,1.337544,2.983752,,18.722222222222225,5.999999999999999,0.0,,76.5393215864944
2022-02-27,16.38888888888889,10.999999999999998,101.78,99.94,5.6315,1.749096,4.990068,,22.611111111111114,7.000000000000001,0.0,,70.42953457637456
2022-02-28,19.27777777777778,14.38888888888889,101.58,99.78,9.3322,2.1092039999999996,4.990068,,25.0,9.777777777777779,0.0,,73.31522198007595
2022-03-01,19.555555555555557,16.166666666666668,101.78,99.97999999999999,6.7578000000000005,1.851984,4.012632,,24.277777777777782,14.500000000000002,0.0,,80.77794448969995
2022-03-02,20.611111111111107,15.944444444444446,101.63,99.83,9.3322,1.80054,4.012632,8.076708,25.388888888888893,15.722222222222221,0.0,,74.60001815809147
2022-03-03,21.500000000000004,17.38888888888889,101.38,99.6,7.5623000000000005,2.675088,6.996384,,26.999999999999996,15.888888888888891,0.0,,77.4254517572364
2022-03-04,21.833333333333332,18.22222222222222,101.28,99.49,10.1367,1.851984,2.983752,,25.500000000000004,17.22222222222222,0.0,,79.9522851227966
2022-03-05,21.833333333333332,19.166666666666668,101.19,99.41,6.7578000000000005,1.697652,4.012632,,25.222222222222225,18.722222222222225,0.0,,84.82079672405857
2022-03-06,21.11111111111111,18.722222222222225,101.42999999999999,99.65,9.1713,2.5207560000000004,4.990068,,25.0,16.0,0.008636,,86.23158082389367
2022-03-07,18.61111111111111,10.777777777777777,101.91,0.1,15.7682,2.82942,4.990068,,26.0,10.999999999999998,0.0,,60.308654865827094
2022-03-08,18.944444444444443,8.722222222222225,101.57000000000001,99.76,13.998299999999999,2.5207560000000004,4.990068,,25.27777777777778,12.888888888888891,0.0,,51.45581913406188
2022-03-09,19.66666666666667,14.166666666666668,101.47999999999999,99.67,12.5502,2.675088,4.990068,,25.27777777777778,12.888888888888891,0.0,,70.54023932725798
2022-03-10,19.61111111111111,16.166666666666668,101.44,99.64,10.619399999999999,1.6462080000000001,4.012632,,24.22222222222222,14.500000000000002,0.0,,80.49944820261878
2022-03-11,21.555555555555554,17.555555555555557,101.22999999999999,99.45,10.297600000000001,2.160648,4.990068,,25.222222222222225,16.77777777777778,0.0,,77.97916115353006
2022-03-12,21.72222222222222,18.61111111111111,101.17,99.39,10.619399999999999,1.954872,4.012632,,25.222222222222225,17.27777777777778,0.0,,82.48486226955501
2022-03-13,21.611111111111114,19.499999999999996,101.15,99.37,7.0796,2.263536,4.012632,,24.000000000000004,19.388888888888893,0.0,,87.78535016788824
2022-03-14,22.333333333333336,19.833333333333336,101.16,99.39,6.7578000000000005,1.54332,4.012632,,25.222222222222225,19.000000000000004,0.0,,85.75637186439353
2022-03-15,23.61111111111111,20.111111111111114,100.96000000000001,99.2,6.2751,1.491876,2.983752,,28.388888888888886,18.277777777777782,0.0,,80.74541326891112
2022-03-16,22.22222222222222,20.055555555555554,100.87,99.1,7.5623000000000005,2.7779760000000002,6.018948,,28.388888888888886,19.111111111111114,0.0,,87.53642666215929
2022-03-17,24.055555555555554,20.333333333333332,100.84,99.08,9.010399999999999,1.6462080000000001,4.012632,,29.000000000000004,20.0,0.0,,79.70172672791152
2022-03-18,24.111111111111114,20.666666666666668,100.84,99.08,7.0796,2.05776,4.012632,,28.277777777777782,20.500000000000004,0.0,,81.08767386108147
2022-03-19,24.555555555555557,20.833333333333336,100.67999999999999,98.92,9.654,2.82942,4.990068,,28.277777777777782,20.72222222222222,0.0,,79.76962535716196
2022-03-20,24.777777777777775,21.944444444444446,100.78999999999999,99.03,9.1713,2.880864,6.996384,9.77436,28.000000000000004,21.999999999999996,0.0,,84.26626305815724
2022-03-21,25.888888888888886,22.77777777777778,100.83,99.08,9.9758,3.703968,6.996384,9.980136,30.0,22.611111111111114,0.0,,82.97667401676956
2022-03-22,18.88888888888889,16.0,101.37,99.58,11.906600000000001,4.218407999999999,6.996384,,29.61111111111111,12.000000000000002,0.000254,,83.31423856167677
2022-03-23,12.833333333333334,11.833333333333332,101.69,99.84,8.688600000000001,2.675088,4.990068,,27.888888888888893,10.777777777777777,0.04572,,93.63752516196409
2022-03-24,15.722222222222221,15.277777777777779,101.03999999999999,99.22,3.5398,1.697652,4.012632,,19.000000000000004,10.999999999999998,0.0038099999999999996,,97.18953458624226
2022-03-25,24.277777777777782,21.333333333333336,100.63,98.85,8.5277,2.366424,6.996384,,32.0,12.000000000000002,0.0,,83.64024827015852
2022-03-26,23.000000000000004,18.277777777777782,101.09,99.33,12.228399999999999,4.012632,6.996384,,30.777777777777782,16.722222222222225,0.0,,74.73358330787165
2022-03-27,17.0,12.555555555555557,101.78,99.96000000000001,15.9291,3.60108,6.996384,,30.777777777777782,13.388888888888891,0.001016,,75.07451561881825
2022-03-28,18.55555555555556,13.333333333333334,101.67999999999999,99.87,13.354700000000001,2.05776,2.983752,,23.22222222222222,13.277777777777777,0.0,,71.61641031854522
2022-03-29,18.000000000000004,17.333333333333336,101.51,99.7,4.1834,2.3149800000000003,4.012632,,23.22222222222222,14.11111111111111,0.0038099999999999996,,95.88178023697867
2022-03-30,19.833333333333336,19.555555555555557,101.5,99.7,2.7353,1.9034280000000001,2.983752,,21.0,15.388888888888891,0.00127,,98.28943920172536
2022-03-31,20.500000000000004,17.833333333333332,101.8,0.0,11.263,4.064076,7.97382,,25.222222222222225,17.0,0.0,,84.67878577132151
2022-04-01,15.055555555555557,12.166666666666666,102.55,0.71,14.3201,4.166964,6.996384,,25.222222222222225,13.777777777777777,0.0038099999999999996,,82.858582243253
2022-04-02,15.222222222222221,9.722222222222223,102.6,0.75,15.607299999999999,2.880864,6.996384,13.272552000000001,18.277777777777782,10.999999999999998,0.0,,69.68309727988913
2022-04-03,17.5,7.722222222222221,102.22999999999999,0.41,15.124600000000001,2.4178680000000004,4.990068,9.980136,25.0,10.0,0.0,,52.643950492431024
2022-04-04,19.72222222222222,10.722222222222221,102.13,0.32,13.0329,1.6462080000000001,4.012632,,26.27777777777778,10.999999999999998,0.0,,56.06353134704038
2022-04-05,21.444444444444443,12.611111111111112,101.94,0.13999999999999999,12.228399999999999,1.440432,4.012632,,28.000000000000004,14.722222222222223,0.0,,57.11436044771126
2022-04-06,22.333333333333336,14.666666666666666,101.76,99.97999999999999,11.1021,1.9034280000000001,6.018948,9.414252000000001,29.000000000000004,17.0,0.0,,61.83788869178568
2022-04-07,22.888888888888893,12.5,101.63,99.85,13.354700000000001,2.263536,5.5045079999999995,10.391688,30.0,15.0,0.0,,51.92013318207525
2022-04-08,23.11111111111111,14.944444444444445,101.42999999999999,99.65,9.8149,1.440432,3.189528,6.5848320000000005,30.72222222222222,15.5,0.0,,60.05204548307432
2022-04-09,22.77777777777778,12.888888888888891,101.19,99.42,12.5502,2.3149800000000003,4.990068,8.385372,30.72222222222222,16.0,0.0,,53.62092665217549
2022-04-10,23.11111111111111,15.722222222222221,101.11,99.34,11.906600000000001,2.1092039999999996,4.012632,8.694035999999999,29.388888888888893,16.27777777777778,0.0,,63.12794028761619
2022-04-11,24.000000000000004,18.111111111111107,100.92999999999999,99.17,12.228399999999999,1.749096,4.218407999999999,7.7166,29.388888888888893,17.27777777777778,0.0,,69.62357417290818
2022-04-12,24.22222222222222,19.777777777777775,100.66,98.9,12.228399999999999,2.3149800000000003,4.012632,10.391688,29.388888888888893,19.72222222222222,0.0,,76.23855652714853
2022-04-13,24.833333333333336,17.888888888888893,100.7,98.95,13.515600000000001,2.6236439999999996,6.018948,7.5108239999999995,32.0,18.000000000000004,0.0,,65.31152686899023
